ID,Name,Longitude_WGS84,Latitude_WGS84,Street,AdmArea,District,RouteNumbers,StationName,Direction,Pavilion,OperatingOrgName,EntryState,global_id,geoData
7716,"«Детская б-ца», улица Матросская Тишина (в центр)",37.69009496,55.78688147,улица Матросская Тишина,Восточный административный округ,район Сокольники,А78,Детская б-ца,в центр,нет,,активна,1723180,"{type=Point, coordinates=[37.69009496, 55.78688147]}"
7717,"«Ул. Матросская Тишина», улица Матросская Тишина (в центр)",37.68894738,55.78431465,улица Матросская Тишина,Восточный административный округ,район Сокольники,А78,Ул. Матросская Тишина,в центр,да,ГУП «Мосгортранс»,активна,1723181,"{type=Point, coordinates=[37.68894738, 55.78431465]}"
7718,"«Б. Почтовая ул., 30», Большая Почтовая улица (в центр)",37.69690432,55.77886546,Большая Почтовая улица,Центральный административный округ,Басманный район,А78,"Б. Почтовая ул., 30",в центр,нет,,активна,1723182,"{type=Point, coordinates=[37.69690432, 55.77886546]}"
7146,"«Чусовская ул.», Щёлковское шоссе (в центр)",37.81004066,55.81070672,Щёлковское шоссе,Восточный административный округ,район Гольяново,А97; А52; А171; А68; А133; А283; А735; А760; Тб41; Тб83; А716; А833; АТ32,Чусовская ул.,в центр,нет,,активна,1723183,"{type=Point, coordinates=[37.81004066, 55.81070672]}"
7147,"«Метро Преображенская пл.», Преображенская площадь (в центр)",37.71318697,55.79578125,Преображенская площадь,Восточный административный округ,район Преображенское,А86; А171; А716,Метро Преображенская пл.,в центр,да,ЗАО «Валль-СНГ»,активна,1723184,"{type=Point, coordinates=[37.71318697, 55.79578125]}"
7149,"«Метро Преображенская пл.», Большая Черкизовская улица (в центр)",37.71719821,55.79686661,Большая Черкизовская улица,Восточный административный округ,район Преображенское,А34; А34К; А52; А230,Метро Преображенская пл.,в центр,да,ЗАО «Валль-СНГ»,активна,1723186,"{type=Point, coordinates=[37.71719821, 55.79686661]}"
7745,"«Универсам», Медынская улица (в центр)",37.64578693,55.58772948,Медынская улица,Южный административный округ,район Бирюлёво Западное,А256; А708,Универсам,в центр,да,ГУП «Мосгортранс»,активна,1723187,"{type=Point, coordinates=[37.64578693, 55.58772948]}"
7747,"«Капотня (к/ст)», 1-й Капотнинский проезд (от центра)",37.79857565,55.62858471,1-й Капотнинский проезд,Юго-Восточный административный округ,район Капотня,А655К; А95; АС9; А54; А112Э; А655,Капотня (к/ст),от центра,нет,,активна,1723188,"{type=Point, coordinates=[37.79857565, 55.62858471]}"
7748,"«Капотня (пос.)», 1-й Капотнинский проезд (в центр)",37.79951264,55.62956585,1-й Капотнинский проезд,Юго-Восточный административный округ,район Капотня,АС9; А54; А112Э,Капотня (пос.),в центр,да,ГУП «Мосгортранс»,активна,1723189,"{type=Point, coordinates=[37.79951264, 55.62956585]}"
7749,"«5-й кв. Капотни, 24», 1-й Капотнинский проезд (в центр)",37.80196908,55.63119728,1-й Капотнинский проезд,Юго-Восточный административный округ,район Капотня,А655К; А95; АС9; А54; А112Э; А655,"5-й кв. Капотни, 24",в центр,нет,,активна,1723190,"{type=Point, coordinates=[37.80196908, 55.63119728]}"
7750,"«5-й мкр. Капотни», 1-й Капотнинский проезд (в центр) (1)",37.8031182804,55.6335804891,1-й Капотнинский проезд,Юго-Восточный административный округ,район Капотня,А655К; А95; АС9; А54; А112Э; А655,5-й квартал Капотни,в центр,да,ГУП «Мосгортранс»,активна,1723191,"{type=Point, coordinates=[37.8031182804, 55.6335804891]}"
7752,"«Дорогомиловская Застава», Кутузовский проспект (в центр)",37.55535271,55.74705647,Кутузовский проспект,Западный административный округ,район Дорогомилово,АМ27; А116; АН2; АМ2,Дорогомиловская Застава,в центр,да,ЗАО «Валль-СНГ»,активна,1723192,"{type=Point, coordinates=[37.55535271, 55.74705647]}"
7755,"«Продмаг», 1-й Капотнинский проезд (в центр)",37.79571539,55.6351183,1-й Капотнинский проезд,Юго-Восточный административный округ,район Капотня,А655К; А95; АС9; А54; А112Э; А655,Продмаг,в центр,да,ГУП «Мосгортранс»,активна,1723193,"{type=Point, coordinates=[37.79571539, 55.6351183]}"
7411,"«Олимпийская Дер.», Мичуринский проспект (от центра) (1)",37.45745875,55.67329422,Мичуринский проспект,Западный административный округ,район Очаково-Матвеевское,А793; А856; А785; Тб17; А788; А830; А57; А810,Олимпийская Дер.,от центра,да,ГУП «Мосгортранс»,активна,1723194,"{type=Point, coordinates=[37.45745875, 55.67329422]}"
7412,"«Ин-т Педиатрии», Ломоносовский проспект (от центра) (1)",37.54802291,55.68660988,Ломоносовский проспект,Юго-Западный административный округ,Гагаринский район,А67; Тб49; А103; А130,Ин-т Педиатрии,от центра,да,ГУП «Мосгортранс»,активна,1723195,"{type=Point, coordinates=[37.54802291, 55.68660988]}"
7413,"«Ин-т Педиатрии», Ломоносовский проспект (в центр) (1)",37.54784886,55.68637382,Ломоносовский проспект,Юго-Западный административный округ,Гагаринский район,А67; Тм26; Тм14; Тм39; Тб49; А103; А130,Ин-т Педиатрии,в центр,да,ООО «Праймсайт»,активна,1723196,"{type=Point, coordinates=[37.54784886, 55.68637382]}"
7415,"«8-й троллейбусный парк», Электролитный проезд (от центра)",37.6188863792,55.6723602906,Электролитный проезд,Южный административный округ,Нагорный район,А142,8-й троллейбусный парк,от центра,нет,,активна,1723198,"{type=Point, coordinates=[37.6188863792, 55.6723602906]}"
6848,"«Кантемировская ул., 39», Кантемировская улица (от центра)",37.66161808,55.63795067,Кантемировская улица,Южный административный округ,район Москворечье-Сабурово,А162; А192; А663,"Кантемировская ул., 39",от центра,да,ГУП «Мосгортранс»,активна,1723199,"{type=Point, coordinates=[37.66161808, 55.63795067]}"
6849,"«Школа искусств Родник», Кантемировская улица (от центра)",37.66746133,55.63754901,Кантемировская улица,Южный административный округ,район Москворечье-Сабурово,А162; А192; А663,Школа искусств Родник,от центра,да,ГУП «Мосгортранс»,активна,1723200,"{type=Point, coordinates=[37.66746133, 55.63754901]}"
6850,"«Ул. Кошкина», Кантемировская улица (от центра)",37.67279781,55.63719521,Кантемировская улица,Южный административный округ,район Москворечье-Сабурово,А162; А192; А663,Ул. Кошкина,от центра,да,ГУП «Мосгортранс»,активна,1723201,"{type=Point, coordinates=[37.67279781, 55.63719521]}"
6851,"«Ул. Кошкина», Кантемировская улица (в центр)",37.67493405,55.63688216,Кантемировская улица,Южный административный округ,район Царицыно,А192,Ул. Кошкина,в центр,да,ГУП «Мосгортранс»,активна,1723202,"{type=Point, coordinates=[37.67493405, 55.63688216]}"
6853,"«Метро Кантемировская (выс.)», Пролетарский проспект (в центр)",37.6574566,55.63523829,Пролетарский проспект,Южный административный округ,район Царицыно,А217; А690,Метро Кантемировская (выс.),в центр,да,ГУП «Мосгортранс»,активна,1723204,"{type=Point, coordinates=[37.6574566, 55.63523829]}"
7373,"«Шипиловская ул.», Шипиловская улица (от центра) (1)",37.70601276,55.61806067,Шипиловская улица,Южный административный округ,район Орехово-Борисово Северное,А766; А151; А765,Шипиловская ул.,от центра,да,ГУП «Мосгортранс»,активна,1723206,"{type=Point, coordinates=[37.70601276, 55.61806067]}"
7375,"«Метро Красногвардейская (пос.)», Ясеневая улица (в центр)",37.74437915,55.61280525,Ясеневая улица,Южный административный округ,район Зябликово,А719; А263; А148; А298,Метро Красногвардейская (пос.),в центр,нет,,активна,1723207,"{type=Point, coordinates=[37.74437915, 55.61280525]}"
7014,"«Хлебозавод», 3-й Павелецкий проезд (в центр)",37.64267692,55.71147068,3-й Павелецкий проезд,Южный административный округ,Даниловский район,А700; А186; А106; А158; А184; А632,Хлебозавод,в центр,да,ГУП «Мосгортранс»,активна,1723209,"{type=Point, coordinates=[37.64267692, 55.71147068]}"
7015,"«56-я гор. б-ца», 3-й Павелецкий проезд (в центр) (1)",37.6462945,55.71223273,3-й Павелецкий проезд,Южный административный округ,Даниловский район,А700; А186; А106; А158; А184; А632,56-я гор. б-ца,в центр,да,ГУП «Мосгортранс»,активна,1723210,"{type=Point, coordinates=[37.6462945, 55.71223273]}"
7349,"«Метро Каширская», проспект Андропова (от центра)",37.65297649,55.65601907,проспект Андропова,Южный административный округ,район Нагатино-Садовники,А901,Метро Каширская,от центра,да,ГУП «Мосгортранс»,активна,1723211,"{type=Point, coordinates=[37.65297649, 55.65601907]}"
7350,"«Метро Орехово (к/ст)», Шипиловский проезд (от центра)",37.69371259,55.61474781,Шипиловский проезд,Южный административный округ,район Орехово-Борисово Северное,А274; А709; А717; А151К; А275; А758; А765,Метро Орехово (к/ст),от центра,да,ГУП «Мосгортранс»,активна,1723212,"{type=Point, coordinates=[37.69371259, 55.61474781]}"
7351,"«Каширское ш.», улица Генерала Белова (в центр)",37.72668731,55.60267292,улица Генерала Белова,Южный административный округ,район Орехово-Борисово Южное,А263; А795,Каширское ш.,в центр,да,ГУП «Мосгортранс»,активна,1723213,"{type=Point, coordinates=[37.72668731, 55.60267292]}"
7352,"«Ул. Ген. Белова, 45», улица Генерала Белова (в центр)",37.7246308,55.60672623,улица Генерала Белова,Южный административный округ,район Орехово-Борисово Южное,А263; А795,"Ул. Ген. Белова, 45",в центр,да,ГУП «Мосгортранс»,активна,1723214,"{type=Point, coordinates=[37.7246308, 55.60672623]}"
7354,"«Киноконцертный комплекс Авангард», улица Генерала Белова (от центра)",37.72329715,55.60860263,улица Генерала Белова,Южный административный округ,район Орехово-Борисово Южное,А263,Киноконцертный комплекс Авангард,от центра,да,ГУП «Мосгортранс»,активна,1723215,"{type=Point, coordinates=[37.72329715, 55.60860263]}"
7355,"«Ул. Ген. Белова, 45», улица Генерала Белова (от центра)",37.72439526,55.60639106,улица Генерала Белова,Южный административный округ,район Орехово-Борисово Южное,А263,"Ул. Ген. Белова, 45",от центра,да,ГУП «Мосгортранс»,активна,1723216,"{type=Point, coordinates=[37.72439526, 55.60639106]}"
7356,"«Каширское ш.», Ясеневая улица (в центр) (1)",37.72611072,55.60228007,Ясеневая улица,Южный административный округ,район Орехово-Борисово Южное,А274; А148,Каширское ш.,в центр,да,ГУП «Мосгортранс»,активна,1723217,"{type=Point, coordinates=[37.72611072, 55.60228007]}"
7357,"«Метро Каширская (сев.) (выс.)», улица Маршала Шестопалова (в центр)",37.6508592,55.65518466,улица Маршала Шестопалова,Южный административный округ,район Нагатино-Садовники,А709; А148,Метро Каширская (сев.) (выс.),в центр,да,ГУП «Мосгортранс»,активна,1723218,"{type=Point, coordinates=[37.6508592, 55.65518466]}"
7429,"«Метро Нагатинская (пос.)», Варшавское шоссе (от центра)",37.62151102,55.6825053,Варшавское шоссе,Южный административный округ,Нагорный район,А751; А700; АТ10; АМ6,Метро Нагатинская (пос.),от центра,да,ГУП «Мосгортранс»,активна,1723220,"{type=Point, coordinates=[37.62151102, 55.6825053]}"
7431,"«Ул. Столетова», Мичуринский проспект (в центр) (1)",37.50923955,55.70310068,Мичуринский проспект,Западный административный округ,район Раменки,А715; Тб17; А661; А57,Ул. Столетова,в центр,да,ГУП «Мосгортранс»,активна,1723221,"{type=Point, coordinates=[37.50923955, 55.70310068]}"
7432,"«Мичуринский просп., 21», Мичуринский проспект (в центр)",37.50268509,55.69947624,Мичуринский проспект,Западный административный округ,район Раменки,А715; Тб17; А661; А57,"Мичуринский просп., 21",в центр,да,ГУП «Мосгортранс»,активна,1723222,"{type=Point, coordinates=[37.50268509, 55.69947624]}"
7150,"«Дворец спорта Сокольники (к/ст)», улица Сокольнический Вал (в центр)",37.67345324,55.79193717,улица Сокольнический Вал,Восточный административный округ,район Сокольники,А78; А122; А75; А40; А716,Дворец спорта Сокольники (к/ст),в центр,нет,,активна,1723223,"{type=Point, coordinates=[37.67345324, 55.79193717]}"
7151,"«Ф-ка Буревестник», 3-я Рыбинская улица (от центра)",37.66165986,55.78993974,3-я Рыбинская улица,Восточный административный округ,район Сокольники,А122; А40,Ф-ка Буревестник,от центра,да,ГУП «Мосгортранс»,активна,1723224,"{type=Point, coordinates=[37.66165986, 55.78993974]}"
7152,"«Новорязанская ул.», Новорязанская улица (от центра)",37.6578167919699,55.7721024381411,Новорязанская улица,Центральный административный округ,Красносельский район,А40; АТ88; Тб22,Новорязанская ул.,от центра,нет,,активна,1723225,"{type=Point, coordinates=[37.65781679196991, 55.772102438141104]}"
7153,"«Поликлиника», Рабочая улица (в центр)",37.6873138944,55.7411221452,Рабочая улица,Центральный административный округ,Таганский район,А40,Поликлиника,в центр,да,ГУП «Мосгортранс»,активна,1723226,"{type=Point, coordinates=[37.6873138944, 55.7411221452]}"
7154,"«Метро Римская», Рабочая улица (в центр)",37.68144006,55.74565409,Рабочая улица,Центральный административный округ,Таганский район,А40,Метро Римская,в центр,да,ГУП «Мосгортранс»,активна,1723227,"{type=Point, coordinates=[37.68144006, 55.74565409]}"
7156,"«Поликлиника», Амурская улица (в центр)",37.7787381,55.81283677,Амурская улица,Восточный административный округ,район Гольяново,А3; А171,Поликлиника,в центр,да,ГУП «Мосгортранс»,активна,1723228,"{type=Point, coordinates=[37.7787381, 55.81283677]}"
7157,"«Поликлиника», Амурская улица (от центра)",37.77943848,55.81276615,Амурская улица,Восточный административный округ,район Гольяново,А171,Поликлиника,от центра,да,ГУП «Мосгортранс»,активна,1723229,"{type=Point, coordinates=[37.77943848, 55.81276615]}"
7158,"«Ул. Бирюсинка», улица Бирюсинка (в центр)",37.77843898,55.81697392,улица Бирюсинка,Восточный административный округ,район Гольяново,А171,Ул. Бирюсинка,в центр,да,ГУП «Мосгортранс»,активна,1723230,"{type=Point, coordinates=[37.77843898, 55.81697392]}"
7456,"«Метро Каширская», улица Маршала Шестопалова (от центра)",37.64740921,55.65474995,улица Маршала Шестопалова,Южный административный округ,район Москворечье-Сабурово,А280; А738; А820; АС8,Метро Каширская,от центра,да,ГУП «Мосгортранс»,активна,1723231,"{type=Point, coordinates=[37.64740921, 55.65474995]}"
7459,"«Метро Каширская (пос.)», улица Маршала Шестопалова (от центра)",37.64606111,55.65379962,улица Маршала Шестопалова,Южный административный округ,район Москворечье-Сабурово,А162; А607; А192; А269; А150,Метро Каширская (пос.),от центра,да,ГУП «Мосгортранс»,активна,1723232,"{type=Point, coordinates=[37.64606111, 55.65379962]}"
7465,"«Просп. Вернадского», улица Строителей (в центр)",37.53079602,55.68936514,улица Строителей,Юго-Западный административный округ,Ломоносовский район,А111; А113,Просп. Вернадского,в центр,да,ГУП «Мосгортранс»,активна,1723234,"{type=Point, coordinates=[37.53079602, 55.68936514]}"
7416,"«Ул. Павла Андреева», улица Павла Андреева (в центр)",37.6237653,55.72089246,улица Павла Андреева,Южный административный округ,Даниловский район,А632,Ул. Павла Андреева,в центр,да,ГУП «Мосгортранс»,активна,1723235,"{type=Point, coordinates=[37.6237653, 55.72089246]}"
7417,"«Метро Владыкино», Сусоколовское шоссе (от центра)",37.58994291,55.8456391,Сусоколовское шоссе,Северо-Восточный административный округ,район Марфино,А24К; А24; А76; А85; АМ9,Метро Владыкино,от центра,да,ГУП «Мосгортранс»,активна,1723236,"{type=Point, coordinates=[37.58994291, 55.8456391]}"
7418,"«Универмаг», Ключевая улица (в центр)",37.75948252,55.63710298,Ключевая улица,Южный административный округ,район Братеево,А740; А765,Универмаг,в центр,да,ГУП «Мосгортранс»,активна,1723237,"{type=Point, coordinates=[37.75948252, 55.63710298]}"
7419,"«Ключевая ул.», Ключевая улица (в центр)",37.75729397,55.63943661,Ключевая улица,Южный административный округ,район Братеево,А740; А765,Ключевая ул.,в центр,да,ГУП «Мосгортранс»,активна,1723238,"{type=Point, coordinates=[37.75729397, 55.63943661]}"
7420,"«Братеево», улица Борисовские Пруды (от центра) (1)",37.76663007,55.64298892,улица Борисовские Пруды,Южный административный округ,район Братеево,А764; А738; А765,Братеево,от центра,да,ГУП «Мосгортранс»,активна,1723239,"{type=Point, coordinates=[37.76663007, 55.64298892]}"
7422,"«Детская п-ка № 18», Нижняя Краснохолмская улица (от центра)",37.64507738,55.73593565,Нижняя Краснохолмская улица,Центральный административный округ,район Замоскворечье,АК; А158; А632,Детская п-ка № 18,от центра,да,ООО «Праймсайт»,активна,1723240,"{type=Point, coordinates=[37.64507738, 55.73593565]}"
7423,"«Дербеневская ул.», 3-й Дербеневский переулок (от центра)",37.65268363,55.72662427,3-й Дербеневский переулок,Южный административный округ,Даниловский район,А632,Дербеневская ул.,от центра,нет,,активна,1723241,"{type=Point, coordinates=[37.65268363, 55.72662427]}"
7498,"«Страховое общество РЕСО-Гарантия», Нагорный проезд (от центра)",37.61660937,55.68795099,Нагорный проезд,Южный административный округ,Нагорный район,АМ5,Страховое общество РЕСО-Гарантия,от центра,нет,,активна,1723242,"{type=Point, coordinates=[37.61660937, 55.68795099]}"
7499,"«Ст. Верхние Котлы», Нагорный проезд (от центра)",37.620075,55.69007039,Нагорный проезд,Южный административный округ,Нагорный район,А186; АМ5,Ст. Верхние Котлы,от центра,нет,,активна,1723243,"{type=Point, coordinates=[37.620075, 55.69007039]}"
7500,"«Госпитальная пл.», Солдатская улица (в центр)",37.6992748,55.766422,Солдатская улица,Юго-Восточный административный округ,район Лефортово,Тм32; Тм46; Тм43,Госпитальная пл.,в центр,да,ГУП «Мосгортранс»,активна,1723244,"{type=Point, coordinates=[37.6992748, 55.766422]}"
7501,"«Ул. Семеновский Вал», Семёновский проезд (от центра)",37.71558637,55.77604771,Семёновский проезд,Восточный административный округ,район Соколиная Гора,Тм32; Тм46; Тм43,Ул. Семеновский Вал,от центра,нет,,активна,1723245,"{type=Point, coordinates=[37.71558637, 55.77604771]}"
7502,"«Кирпичная ул.», Семёновский проезд (от центра)",37.71970285,55.7781224,Семёновский проезд,Восточный административный округ,район Соколиная Гора,Тм32; Тм46; Тм43,Кирпичная ул.,от центра,нет,,активна,1723246,"{type=Point, coordinates=[37.71970285, 55.7781224]}"
7016,"«Павелецкая наб., 2», Павелецкая набережная (в центр)",37.64747677,55.71707434,Павелецкая набережная,Южный административный округ,Даниловский район,А106; А158; А184; А632,"Павелецкая наб., 2",в центр,нет,,активна,1723247,"{type=Point, coordinates=[37.64747677, 55.71707434]}"
7017,"«Детский сад», Дербеневская набережная (от центра)",37.65200456,55.71998434,Дербеневская набережная,Южный административный округ,Даниловский район,А106; А158; А184; А632,Детский сад,от центра,нет,,активна,1723248,"{type=Point, coordinates=[37.65200456, 55.71998434]}"
7018,"«Дербеневская наб., 7», Дербеневская набережная (от центра)",37.65640584,55.72305694,Дербеневская набережная,Южный административный округ,Даниловский район,А106; А158; А184; А632,"Дербеневская наб., 7",от центра,да,ГУП «Мосгортранс»,активна,1723249,"{type=Point, coordinates=[37.65640584, 55.72305694]}"
7019,"«Новоспасский мост», Кожевническая улица (в центр)",37.65048532,55.72848045,Кожевническая улица,Центральный административный округ,район Замоскворечье,АО38; А106; А158; А632,Новоспасский мост,в центр,нет,,активна,1723250,"{type=Point, coordinates=[37.65048532, 55.72848045]}"
7020,"«Кожевническая ул.», Кожевническая улица (в центр)",37.6428917181728,55.7304008776727,Кожевническая улица,Центральный административный округ,район Замоскворечье,АО38; А106; А158; А632,Кожевническая ул.,в центр,нет,,активна,1723251,"{type=Point, coordinates=[37.642891718172784, 55.73040087767273]}"
7021,"«Метро Таганская», Таганская площадь (от центра)",37.65269267,55.74105305,Таганская площадь,Центральный административный округ,Таганский район,А51; АБК; А106; А156,Метро Таганская,от центра,нет,,активна,1723252,"{type=Point, coordinates=[37.65269267, 55.74105305]}"
7022,"«Павелецкий вокзал», Павелецкая площадь (в центр) (1)",37.63851742,55.73006793,Павелецкая площадь,Центральный административный округ,район Замоскворечье,АО38; А106; А158; А632,Павелецкий вокзал,в центр,да,ГУП «Мосгортранс»,активна,1723253,"{type=Point, coordinates=[37.63851742, 55.73006793]}"
7898,"«Интернат», Новоцарицынское шоссе (в центр)",37.69336933,55.61738455,Новоцарицынское шоссе,Южный административный округ,район Орехово-Борисово Северное,А151; А151К,Интернат,в центр,да,ГУП «Мосгортранс»,активна,1723256,"{type=Point, coordinates=[37.69336933, 55.61738455]}"
6958,"«Домодедовская ул., 46», Домодедовская улица (от центра)",37.71547811,55.60058674,Домодедовская улица,Южный административный округ,район Орехово-Борисово Южное,А274; А694; А766; А795; А148,"Домодедовская ул., 46",от центра,да,ГУП «Мосгортранс»,активна,1723257,"{type=Point, coordinates=[37.71547811, 55.60058674]}"
6959,"«Орехово (3)», Ясеневая улица (от центра)",37.71963122,55.60050716,Ясеневая улица,Южный административный округ,район Орехово-Борисово Южное,А274; А694; А766; А795; А148,Орехово-3,от центра,нет,,активна,1723258,"{type=Point, coordinates=[37.71963122, 55.60050716]}"
7433,"«Метро Раменки», Мичуринский проспект (в центр)",37.4986404242714,55.6972606141037,Мичуринский проспект,Западный административный округ,район Раменки,А715; Тб17; А661; А57,Метро Раменки,в центр,нет,,активна,1723259,"{type=Point, coordinates=[37.49864042427141, 55.697260614103676]}"
7434,"«Метро Раменки», Мичуринский проспект (в центр) (1)",37.4964651449757,55.6959965317724,Мичуринский проспект,Западный административный округ,район Раменки,А715; Тб17; А788; А661; А902; А57,Метро Раменки,в центр,нет,,активна,1723260,"{type=Point, coordinates=[37.49646514497569, 55.69599653177242]}"
7435,"«Мичуринский просп., 54», Мичуринский проспект (в центр)",37.491401918,55.6932939254,Мичуринский проспект,Западный административный округ,район Раменки,Тб17; А788; А661; А57,"Мичуринский просп., 54",в центр,да,ГУП «Мосгортранс»,активна,1723261,"{type=Point, coordinates=[37.491401918, 55.6932939254]}"
7436,"«Мичуринский просп., 58», Мичуринский проспект (в центр)",37.48817315,55.69161254,Мичуринский проспект,Западный административный округ,район Раменки,Тб17; А788; А661; А57,"Мичуринский просп., 58",в центр,да,ГУП «Мосгортранс»,активна,1723262,"{type=Point, coordinates=[37.48817315, 55.69161254]}"
7437,"«Мичуринский просп., 58», Мичуринский проспект (от центра) (1)",37.48705932,55.69140693,Мичуринский проспект,Западный административный округ,район Раменки,Тб17; А788; А57,"Мичуринский просп., 58",от центра,нет,,активна,1723263,"{type=Point, coordinates=[37.48705932, 55.69140693]}"
7438,"«Мичуринский просп., 54», Мичуринский проспект (от центра)",37.49041011,55.69331473,Мичуринский проспект,Западный административный округ,район Раменки,Тб17; А788; А57,"Мичуринский просп., 54",от центра,да,ГУП «Мосгортранс»,активна,1723264,"{type=Point, coordinates=[37.49041011, 55.69331473]}"
7439,"«Метро Раменки», Мичуринский проспект (от центра) (2)",37.49553551,55.69640807,Мичуринский проспект,Западный административный округ,район Раменки,Тб17; А788; А902; А57,Метро Раменки,от центра,да,ГУП «Мосгортранс»,активна,1723265,"{type=Point, coordinates=[37.49553551, 55.69640807]}"
7440,"«Мичуринский просп., 21», Мичуринский проспект (от центра) (1)",37.50171181,55.69977702,Мичуринский проспект,Западный административный округ,район Раменки,А715; Тб17; А661; А57,"Мичуринский просп., 21",от центра,да,ГУП «Мосгортранс»,активна,1723266,"{type=Point, coordinates=[37.50171181, 55.69977702]}"
7441,"«Озерная ул. (пос.)», Проектируемый проезд № 1980 (от центра)",37.45035494,55.67134535,Проектируемый проезд № 1980,Западный административный округ,район Очаково-Матвеевское,А261; А57; А688,Озерная ул. (пос.),от центра,да,ГУП «Мосгортранс»,активна,1723267,"{type=Point, coordinates=[37.45035494, 55.67134535]}"
6938,"«Домодедовская ул.», Ореховый бульвар (в центр)",37.70852504,55.60955573,Ореховый бульвар,Южный административный округ,район Орехово-Борисово Северное,А274; А275; А758; А765,Домодедовская ул.,в центр,да,ГУП «Мосгортранс»,активна,1723268,"{type=Point, coordinates=[37.70852504, 55.60955573]}"
6939,"«Детский сад», Ореховый бульвар (от центра) (1)",37.70606192,55.6089584,Ореховый бульвар,Южный административный округ,район Орехово-Борисово Южное,А274; А275; А758; А765,Детский сад,от центра,да,ГУП «Мосгортранс»,активна,1723269,"{type=Point, coordinates=[37.70606192, 55.6089584]}"
6940,"«Детский сад», Ореховый бульвар (в центр)",37.70415337,55.60887002,Ореховый бульвар,Южный административный округ,район Орехово-Борисово Северное,А274; А275; А758; А765,Детский сад,в центр,да,ГУП «Мосгортранс»,активна,1723270,"{type=Point, coordinates=[37.70415337, 55.60887002]}"
7466,"«Ул. Строителей, 7», улица Строителей (в центр)",37.53595649,55.68635856,улица Строителей,Юго-Западный административный округ,Ломоносовский район,А111; А113,"Ул. Строителей, 7",в центр,да,ГУП «Мосгортранс»,активна,1723271,"{type=Point, coordinates=[37.53595649, 55.68635856]}"
7478,"«Ул. Строителей», улица Строителей (от центра)",37.53903195,55.68492895,улица Строителей,Юго-Западный административный округ,Гагаринский район,А111; А113,Ул. Строителей,от центра,да,ГУП «Мосгортранс»,активна,1723273,"{type=Point, coordinates=[37.53903195, 55.68492895]}"
7479,"«Ул. Строителей, 7», улица Строителей (от центра)",37.53470896,55.68738039,улица Строителей,Юго-Западный административный округ,Гагаринский район,А111; А113,"Ул. Строителей, 7",от центра,да,ГУП «Мосгортранс»,активна,1723274,"{type=Point, coordinates=[37.53470896, 55.68738039]}"
7480,"«Просп. Вернадского», улица Строителей (от центра)",37.53156592,55.68922618,улица Строителей,Юго-Западный административный округ,Гагаринский район,А111; А113,Просп. Вернадского,от центра,да,ГУП «Мосгортранс»,активна,1723275,"{type=Point, coordinates=[37.53156592, 55.68922618]}"
7481,"«Ул. Лебедева», Ломоносовский проспект (от центра) (3)",37.52820104,55.69828882,Ломоносовский проспект,Западный административный округ,район Раменки,А111,Ул. Лебедева,от центра,да,ГУП «Мосгортранс»,активна,1723276,"{type=Point, coordinates=[37.52820104, 55.69828882]}"
7482,"«Уссурийская ул. (к/ст)», Хабаровская улица (в центр)",37.82431646,55.82186096,Хабаровская улица,Восточный административный округ,район Гольяново,А257; АН3; Тб41; Тб83; АТ55; АТ32,Уссурийская ул. (к/ст),в центр,нет,,активна,1723277,"{type=Point, coordinates=[37.82431646, 55.82186096]}"
6808,"«Студгородок», улица Москворечье (от центра)",37.65387615,55.64423121,улица Москворечье,Южный административный округ,район Москворечье-Сабурово,А162; А192; А269,Студгородок,от центра,да,ГУП «Мосгортранс»,активна,1723279,"{type=Point, coordinates=[37.65387615, 55.64423121]}"
6809,"«Метро Кантемировская», Пролетарский проспект (от центра) (8)",37.65636947,55.63551925,Пролетарский проспект,Южный административный округ,район Царицыно,А839; А150,Метро Кантемировская,от центра,да,ГУП «Мосгортранс»,активна,1723280,"{type=Point, coordinates=[37.65636947, 55.63551925]}"
6810,"«Бакинская ул.», Кавказский бульвар (от центра) (1)",37.65466288,55.62803115,Кавказский бульвар,Южный административный округ,район Царицыно,А217; А839; А182; А150,Бакинская ул.,от центра,да,ГУП «Мосгортранс»,активна,1723281,"{type=Point, coordinates=[37.65466288, 55.62803115]}"
6811,"«14-я гор. б-ца», Кавказский бульвар (от центра)",37.6492136,55.62821063,Кавказский бульвар,Южный административный округ,район Царицыно,А217; А839; А182; А150,14-я гор. б-ца,от центра,да,ГУП «Мосгортранс»,активна,1723282,"{type=Point, coordinates=[37.6492136, 55.62821063]}"
7503,"«Кирпичная ул.», Семёновский проезд (в центр)",37.719595,55.77839483,Семёновский проезд,Восточный административный округ,район Соколиная Гора,Тм32; Тм46; Тм43,Кирпичная ул.,в центр,да,ГУП «Мосгортранс»,активна,1723283,"{type=Point, coordinates=[37.719595, 55.77839483]}"
7504,"«Ул. Семеновский Вал», Семёновский проезд (в центр) (1)",37.71522017,55.77629267,Семёновский проезд,Восточный административный округ,район Соколиная Гора,Тм32; Тм46; Тм43,Ул. Семеновский Вал,в центр,нет,,активна,1723284,"{type=Point, coordinates=[37.71522017, 55.77629267]}"
7505,"«Даниловский рынок», улица Серпуховский Вал (от центра) (1)",37.61824273,55.71174446,улица Серпуховский Вал,Южный административный округ,Даниловский район,Тм38; ТмА; Тм39; Тм47,Даниловский рынок,от центра,да,ГУП «Мосгортранс»,активна,1723285,"{type=Point, coordinates=[37.61824273, 55.71174446]}"
