"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"7597";"«Ул. Бардина», улица Вавилова (7597)";"37.57519745";"55.69953192";"улица Вавилова";"Восточный административный округ";"район Сокольники";"Тм14; Тм39";"Ростокинский пр.";"";"нет";"";"активна";"889091938";"{type=Point, coordinates=[37.57519745, 55.69953192]}";
"7598";"«Ул. Ляпунова», улица Вавилова (7598)";"37.57109174";"55.69725706";"улица Вавилова";"Юго-Западный административный округ";"Гагаринский район";"Тм14; Тм39";"Ул. Ляпунова";"";"да";"ГУП «Мосгортранс»";"активна";"889091939";"{type=Point, coordinates=[37.57109174, 55.69725706]}";
"7599";"«Ул. Губкина», улица Вавилова (7599)";"37.56676339";"55.69473679";"улица Вавилова";"Юго-Западный административный округ";"Гагаринский район";"Тм14; Тм39";"Ул. Губкина";"";"да";"ГУП «Мосгортранс»";"активна";"889091940";"{type=Point, coordinates=[37.56676339, 55.69473679]}";
"7600";"«64-я гор. б-ца», улица Вавилова (7600)";"37.55619626";"55.68744489";"улица Вавилова";"Юго-Западный административный округ";"Гагаринский район";"Тм14; Тм39";"64-я гор. б-ца";"";"да";"ГУП «Мосгортранс»";"активна";"889091941";"{type=Point, coordinates=[37.55619626, 55.68744489]}";
"7601";"«М. Семеновская ул.», Малая Семёновская улица (7601)";"37.71467849";"55.78532905";"Малая Семёновская улица";"Восточный административный округ";"район Преображенское";"Тм2; Тм34К; Тм43";"М. Семеновская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889091942";"{type=Point, coordinates=[37.71467849, 55.78532905]}";
"7602";"«Метро Семеновская», Измайловская улица (7602)";"37.71630327";"55.78370299";"Измайловская улица";"Восточный административный округ";"район Соколиная Гора";"Тм11; Тм2; Тм43";"Метро Семеновская";"";"нет";"";"активна";"889091943";"{type=Point, coordinates=[37.71630327, 55.78370299]}";
"7604";"«Черемушки», Большая Черёмушкинская улица (7604)";"37.5855254";"55.68017942";"Большая Черёмушкинская улица";"Восточный административный округ";"район Метрогородок";"Тм26";"Интернат престарелых";"";"да";"ГУП «Мосгортранс»";"активна";"889091944";"{type=Point, coordinates=[37.5855254, 55.68017942]}";
"7605";"«Курская - тов.», шоссе Энтузиастов (7605)";"37.68947773";"55.7473783";"шоссе Энтузиастов";"Юго-Восточный административный округ";"район Лефортово";"Тм12; Тм38; Тм46";"Курская - тов.";"";"да";"ГУП «Мосгортранс»";"активна";"889091945";"{type=Point, coordinates=[37.68947773, 55.7473783]}";
"7606";"«Курская - тов.», шоссе Энтузиастов (7606)";"37.68921718";"55.74743741";"шоссе Энтузиастов";"Юго-Восточный административный округ";"район Лефортово";"Тм12; Тм38; Тм46";"Курская - тов.";"";"да";"ГУП «Мосгортранс»";"активна";"889091946";"{type=Point, coordinates=[37.68921718, 55.74743741]}";
"7617";"«Открытое ш.», Лосиноостровская улица (7617)";"37.7501747";"55.82123898";"Лосиноостровская улица";"Восточный административный округ";"район Метрогородок";"А327; А627; А75; А775; А822";"Открытое ш.";"";"да";"ГУП «Мосгортранс»";"активна";"889091947";"{type=Point, coordinates=[37.7501747, 55.82123898]}";
"7618";"«Открытое ш., 19», Лосиноостровская улица (7618)";"37.74854824";"55.82457407";"Лосиноостровская улица";"Восточный административный округ";"район Метрогородок";"А327; А627; А75; А775; А822";"Открытое ш., 19";"";"нет";"";"активна";"889091948";"{type=Point, coordinates=[37.74854824, 55.82457407]}";
"7619";"«Лесное хоз-во», Лосиноостровская улица (7619)";"37.74627128";"55.82792931";"Лосиноостровская улица";"Восточный административный округ";"район Метрогородок";"А327; А627; А75; А822";"Лесное хоз-во";"";"нет";"";"активна";"889091949";"{type=Point, coordinates=[37.74627128, 55.82792931]}";
"7620";"«Лосиноостровская ул.», Лосиноостровская улица (7620)";"37.72672126";"55.82703666";"Лосиноостровская улица";"Восточный административный округ";"район Метрогородок";"А75; А822";"Лосиноостровская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889091951";"{type=Point, coordinates=[37.72672126, 55.82703666]}";
"7621";"«Социальный Университет», Пермская улица (7621)";"37.72880168";"55.82582636";"Пермская улица";"Восточный административный округ";"район Метрогородок";"А327; А627";"Социальный Университет";"";"да";"ГУП «Мосгортранс»";"активна";"889091952";"{type=Point, coordinates=[37.72880168, 55.82582636]}";
"7622";"«Мясокомбинат», Пермская улица (7622)";"37.7350612141";"55.8213682444";"Пермская улица";"Восточный административный округ";"район Метрогородок";"А327; А627";"Мясокомбинат";"";"нет";"";"активна";"889091953";"{type=Point, coordinates=[37.7350612141, 55.8213682444]}";
"7623";"«Молокозавод», Пермская улица (7623)";"37.73730917";"55.8212099";"Пермская улица";"Восточный административный округ";"район Метрогородок";"А327; А627";"Молокозавод";"";"да";"ГУП «Мосгортранс»";"активна";"889091954";"{type=Point, coordinates=[37.73730917, 55.8212099]}";
"7624";"«Объединение Колосс», Пермская улица (7624)";"37.74324244";"55.82109203";"Пермская улица";"Восточный административный округ";"район Метрогородок";"А327; А627";"Объединение Колосс";"";"нет";"";"активна";"889091955";"{type=Point, coordinates=[37.74324244, 55.82109203]}";
"7625";"«Открытое ш.», Пермская улица (7625)";"37.74947868";"55.82102117";"Пермская улица";"Восточный административный округ";"район Метрогородок";"А327; А627";"Открытое ш.";"";"да";"ГУП «Мосгортранс»";"активна";"889091956";"{type=Point, coordinates=[37.74947868, 55.82102117]}";
"7626";"«З-д ЖБИ», улица Николая Химушина (7626)";"37.75865413";"55.81948226";"улица Николая Химушина";"Восточный административный округ";"район Метрогородок";"А627";"З-д ЖБИ";"";"да";"ГУП «Мосгортранс»";"активна";"889091957";"{type=Point, coordinates=[37.75865413, 55.81948226]}";
"7627";"«Иркутская ул.», Байкальская улица (7627)";"37.78477037";"55.8167724";"Байкальская улица";"Восточный административный округ";"район Гольяново";"А627";"Иркутская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889091958";"{type=Point, coordinates=[37.78477037, 55.8167724]}";
"7629";"«Уральская ул.», Алтайская улица (7629)";"37.80144601";"55.81972628";"Алтайская улица";"Восточный административный округ";"район Гольяново";"А627; А627К; АС7; АТ55";"Уральская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889091959";"{type=Point, coordinates=[37.80144601, 55.81972628]}";
"7630";"«Плодоовощной комбинат», Открытое шоссе (7630)";"37.74276805";"55.81731255";"Открытое шоссе";"Восточный административный округ";"район Метрогородок";"А3; А327; А75; А775; А822";"Плодоовощной комбинат";"";"да";"ГУП «Мосгортранс»";"активна";"889091960";"{type=Point, coordinates=[37.74276805, 55.81731255]}";
"7631";"«Центральная б-ца», проезд без названия (7631)";"37.74521494";"55.83309715";"проезд без названия";"Восточный административный округ";"район Метрогородок";"А775";"Центральная б-ца";"";"нет";"";"активна";"889091961";"{type=Point, coordinates=[37.74521494, 55.83309715]}";
"7632";"«Лесное хоз-во», Лосиноостровская улица (7632)";"37.74706394";"55.82706501";"Лосиноостровская улица";"Восточный административный округ";"район Метрогородок";"А75; А775; А822";"Лесное хоз-во";"";"нет";"";"активна";"889091962";"{type=Point, coordinates=[37.74706394, 55.82706501]}";
"7633";"«Открытое ш., 19», Лосиноостровская улица (7633)";"37.74883348";"55.8238497";"Лосиноостровская улица";"Восточный административный округ";"район Метрогородок";"А75; А775; А822";"Открытое ш., 19";"";"да";"ГУП «Мосгортранс»";"активна";"889091963";"{type=Point, coordinates=[37.74883348, 55.8238497]}";
"7634";"«Открытое ш.», Лосиноостровская улица (7634)";"37.74985303";"55.82129894";"Лосиноостровская улица";"Восточный административный округ";"район Метрогородок";"А75; А775; А822";"Открытое ш.";"";"нет";"";"активна";"889091964";"{type=Point, coordinates=[37.74985303, 55.82129894]}";
"7636";"«6-й Лучевой просек», Поперечный просек (7636)";"37.68165091";"55.80687498";"Поперечный просек";"Восточный административный округ";"район Сокольники";"А75";"6-й Лучевой просек";"";"нет";"";"активна";"889091965";"{type=Point, coordinates=[37.68165091, 55.80687498]}";
"7637";"«Санаторий Сокольники», 6-й Лучевой просек (7637)";"37.68302168";"55.81043692";"6-й Лучевой просек";"Восточный административный округ";"район Сокольники";"А75";"Санаторий Сокольники";"";"да";"ГУП «Мосгортранс»";"активна";"889091966";"{type=Point, coordinates=[37.68302168, 55.81043692]}";
"7638";"«Ростокинский пр.», 6-й Лучевой просек (7638)";"37.68484037";"55.81493462";"6-й Лучевой просек";"Восточный административный округ";"район Сокольники";"А75";"Ростокинский пр.";"";"да";"ГУП «Мосгортранс»";"активна";"889091967";"{type=Point, coordinates=[37.68484037, 55.81493462]}";
"7639";"«Богатырский мост», улица Богатырский Мост (7639)";"37.68881074";"55.81729307";"улица Богатырский Мост";"Восточный административный округ";"район Богородское";"А75";"Богатырский мост";"";"да";"ГУП «Мосгортранс»";"активна";"889091968";"{type=Point, coordinates=[37.68881074, 55.81729307]}";
"7640";"«Белокаменное ш.», Белокаменное шоссе (7640)";"37.6918636";"55.82468889";"Белокаменное шоссе";"Восточный административный округ";"район Богородское";"А75";"Белокаменное ш.";"";"нет";"";"активна";"889091969";"{type=Point, coordinates=[37.6918636, 55.82468889]}";
"7641";"«Яузская аллея», Яузская аллея (7641)";"37.69209647";"55.83065098";"Яузская аллея";"Восточный административный округ";"район Богородское";"А75";"Яузская аллея";"";"нет";"";"активна";"889091970";"{type=Point, coordinates=[37.69209647, 55.83065098]}";
"7642";"«Учебный центр Минздрава», Лосиноостровская улица (7642)";"37.6968006263";"55.8257444218";"Лосиноостровская улица";"Восточный административный округ";"район Богородское";"А75; А822";"Учебный центр Минздрава";"";"да";"ГУП «Мосгортранс»";"активна";"889091971";"{type=Point, coordinates=[37.6968006263, 55.8257444218]}";
"7643";"«Кадетский корпус», Лосиноостровская улица (7643)";"37.7041726";"55.82591586";"Лосиноостровская улица";"Восточный административный округ";"район Богородское";"А75; А822";"Кадетский корпус";"";"нет";"";"активна";"889091972";"{type=Point, coordinates=[37.7041726, 55.82591586]}";
"7644";"«Интернат престарелых», Лосиноостровская улица (7644)";"37.7147372";"55.82634165";"Лосиноостровская улица";"Восточный административный округ";"район Метрогородок";"А75; А822";"Интернат престарелых";"";"нет";"";"активна";"889091974";"{type=Point, coordinates=[37.7147372, 55.82634165]}";
"7645";"«Моск. Социальный Университет», Лосиноостровская улица (7645)";"37.720997938";"55.8266007473";"Лосиноостровская улица";"Восточный административный округ";"район Метрогородок";"А75; А822";"Моск. Социальный Университет";"";"да";"ГУП «Мосгортранс»";"активна";"889091975";"{type=Point, coordinates=[37.720997938, 55.8266007473]}";
"7646";"«Лосиноостровская ул.», Лосиноостровская улица (7646)";"37.72773027";"55.82695123";"Лосиноостровская улица";"Восточный административный округ";"район Метрогородок";"А75; А822";"Лосиноостровская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889091976";"{type=Point, coordinates=[37.72773027, 55.82695123]}";
"7647";"«Моск. Социальный Университет», Лосиноостровская улица (7647)";"37.7197407802";"55.8267325661";"Лосиноостровская улица";"Восточный административный округ";"район Метрогородок";"А75; А822";"Моск. Социальный Университет";"";"да";"ГУП «Мосгортранс»";"активна";"889091977";"{type=Point, coordinates=[37.7197407802, 55.8267325661]}";
"7648";"«Интернат престарелых», Лосиноостровская улица (7648)";"37.71414367";"55.82645718";"Лосиноостровская улица";"Восточный административный округ";"район Метрогородок";"А75; А822";"Интернат престарелых";"";"да";"ГУП «Мосгортранс»";"активна";"889091978";"{type=Point, coordinates=[37.71414367, 55.82645718]}";
"7649";"«Кадетский корпус», Лосиноостровская улица (7649)";"37.70320027";"55.82609522";"Лосиноостровская улица";"Восточный административный округ";"район Богородское";"А75; А822";"Кадетский корпус";"";"нет";"";"активна";"889091979";"{type=Point, coordinates=[37.70320027, 55.82609522]}";
"7650";"«Учебный центр Минздрава», Лосиноостровская улица (7650)";"37.69645635";"55.82593781";"Лосиноостровская улица";"Южный административный округ";"район Царицыно";"А75; А822";"Каспийская ул.";"";"нет";"";"активна";"889091980";"{type=Point, coordinates=[37.69645635, 55.82593781]}";
"7651";"«Яузская аллея», Яузская аллея (7651)";"37.69263314";"55.83083429";"Яузская аллея";"Восточный административный округ";"район Богородское";"А75; А822";"Яузская аллея";"";"нет";"";"активна";"889091981";"{type=Point, coordinates=[37.69263314, 55.83083429]}";
"7652";"«Белокаменное ш.», Белокаменное шоссе (7652)";"37.69158094";"55.8242455";"Белокаменное шоссе";"Восточный административный округ";"район Богородское";"А75";"Белокаменное ш.";"";"нет";"";"активна";"889091982";"{type=Point, coordinates=[37.69158094, 55.8242455]}";
"7653";"«Богатырский мост», улица Богатырский Мост (7653)";"37.68826911";"55.81730118";"улица Богатырский Мост";"Восточный административный округ";"район Богородское";"А75";"Богатырский мост";"";"да";"ГУП «Мосгортранс»";"активна";"889091983";"{type=Point, coordinates=[37.68826911, 55.81730118]}";
"7654";"«Санаторий Сокольники», 6-й Лучевой просек (7654)";"37.68274182";"55.81035215";"6-й Лучевой просек";"Восточный административный округ";"район Сокольники";"А75";"Санаторий Сокольники";"";"да";"ГУП «Мосгортранс»";"активна";"889091984";"{type=Point, coordinates=[37.68274182, 55.81035215]}";
"7655";"«6-й Лучевой просек», Поперечный просек (7655)";"37.68179616";"55.80704923";"Поперечный просек";"Восточный административный округ";"район Сокольники";"А75";"6-й Лучевой просек";"";"нет";"";"активна";"889091985";"{type=Point, coordinates=[37.68179616, 55.80704923]}";
"7656";"«Касимовская ул.», Касимовская улица (7656)";"37.6537382";"55.5992805";"Касимовская улица";"Южный административный округ";"район Бирюлёво Восточное";"А182; А245";"Касимовская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889091986";"{type=Point, coordinates=[37.6537382, 55.5992805]}";
"7657";"«Детская музыкальная школа», Проектируемый проезд № 5108 (7657)";"37.6601819323231";"55.6020702846873";"проезд без названия";"Центральный административный округ";"район Якиманка";"А182; А221; А245; А796";"Серпуховская пл.";"";"да";"ГУП «Мосгортранс»";"активна";"889091987";"{type=Point, coordinates=[37.6601819323231, 55.6020702846873]}";
"7658";"«Севанская ул.», Севанская улица (7658)";"37.65801709";"55.62267069";"Севанская улица";"Южный административный округ";"район Царицыно";"А245; А269";"Севанская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889091988";"{type=Point, coordinates=[37.65801709, 55.62267069]}";
"7659";"«Севанская ул., 12», Севанская улица (7659)";"37.66035995";"55.62200186";"Севанская улица";"Южный административный округ";"район Царицыно";"А245; А269";"Севанская ул., 12";"";"да";"ГУП «Мосгортранс»";"активна";"889091989";"{type=Point, coordinates=[37.66035995, 55.62200186]}";
"7660";"«Товарищеская ул.», Севанская улица (7660)";"37.6650784";"55.6191488";"Севанская улица";"Южный административный округ";"район Царицыно";"А245; А269";"Товарищеская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889091990";"{type=Point, coordinates=[37.6650784, 55.6191488]}";
"7661";"«Метро Царицыно», Каспийская улица (7661)";"37.66964733";"55.61999851";"Каспийская улица";"Южный административный округ";"район Царицыно";"А182; А245; А269; А269К; А289; А389";"Метро Царицыно";"";"да";"ГУП «Мосгортранс»";"активна";"889091991";"{type=Point, coordinates=[37.66964733, 55.61999851]}";
"7662";"«Товарищеская ул.», Севанская улица (7662)";"37.66470671";"55.61958622";"Севанская улица";"Южный административный округ";"район Царицыно";"А245; А269";"Товарищеская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889091992";"{type=Point, coordinates=[37.66470671, 55.61958622]}";
"7663";"«Севанская ул., 12», Севанская улица (7663)";"37.65977486";"55.62240573";"Севанская улица";"Южный административный округ";"район Царицыно";"А245; А269";"Севанская ул., 12";"";"да";"ГУП «Мосгортранс»";"активна";"889091993";"{type=Point, coordinates=[37.65977486, 55.62240573]}";
"7664";"«Детская музыкальная школа», Проектируемый проезд № 5108 (7664)";"37.6596880625056";"55.6023051440329";"проезд без названия";"Южный административный округ";"район Бирюлёво Восточное";"А182; А221; А245; А796";"Детская музыкальная школа";"";"да";"ГУП «Мосгортранс»";"активна";"889091994";"{type=Point, coordinates=[37.6596880625056, 55.6023051440329]}";
"7665";"«Касимовская ул.», Касимовская улица (7665)";"37.6533984916";"55.599330939";"Касимовская улица";"Южный административный округ";"район Бирюлёво Восточное";"А182; А245";"Касимовская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889091996";"{type=Point, coordinates=[37.6533984916, 55.599330939]}";
"7667";"«Метро Царицыно», Каспийская улица (7667)";"37.67133853";"55.62066481";"Каспийская улица";"Южный административный округ";"район Царицыно";"А182; А245; А289";"Метро Царицыно";"";"да";"ГУП «Мосгортранс»";"активна";"889091997";"{type=Point, coordinates=[37.67133853, 55.62066481]}";
"7668";"«Ереванская ул.», Ереванская улица (7668)";"37.67786093";"55.62839449";"Ереванская улица";"Южный административный округ";"район Царицыно";"А164; А245";"Ереванская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889091998";"{type=Point, coordinates=[37.67786093, 55.62839449]}";
"7670";"«Ереванская ул.», Ереванская улица (7670)";"37.67809894";"55.62813944";"Ереванская улица";"Юго-Западный административный округ";"Академический район";"А164; А245";"Детская п-ка";"";"да";"ГУП «Мосгортранс»";"активна";"889091999";"{type=Point, coordinates=[37.67809894, 55.62813944]}";
"7673";"«Кантемировская ул.», Кантемировская улица (7673)";"37.65122597";"55.63786358";"Кантемировская улица";"Южный административный округ";"район Москворечье-Сабурово";"А162; А269";"Кантемировская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889092000";"{type=Point, coordinates=[37.65122597, 55.63786358]}";
"7675";"«З-д Огонек», 6-я Радиальная улица (7675)";"37.65649912";"55.60759755";"6-я Радиальная улица";"Южный административный округ";"район Бирюлёво Восточное";"А269; А269К";"З-д Огонек";"";"да";"ГУП «Мосгортранс»";"активна";"889092001";"{type=Point, coordinates=[37.65649912, 55.60759755]}";
"7676";"«6-я Радиальная ул., 20», 6-я Радиальная улица (7676)";"37.65278019";"55.60742764";"6-я Радиальная улица";"Южный административный округ";"район Бирюлёво Восточное";"А269; А269К";"6-я Радиальная ул., 20";"";"да";"ГУП «Мосгортранс»";"активна";"889092002";"{type=Point, coordinates=[37.65278019, 55.60742764]}";
"7677";"«6-я Радиальная ул.», 6-я Радиальная улица (7677)";"37.65022921";"55.60744313";"6-я Радиальная улица";"Южный административный округ";"район Бирюлёво Восточное";"А269; А269К";"6-я Радиальная ул.";"";"нет";"";"активна";"889092003";"{type=Point, coordinates=[37.65022921, 55.60744313]}";
"7678";"«6-я Радиальная ул., 20», 6-я Радиальная улица (7678)";"37.65353807";"55.60730705";"6-я Радиальная улица";"Южный административный округ";"район Бирюлёво Восточное";"А269; А269К";"6-я Радиальная ул., 20";"";"да";"ГУП «Мосгортранс»";"активна";"889092004";"{type=Point, coordinates=[37.65353807, 55.60730705]}";
"7679";"«З-д Огонек», 6-я Радиальная улица (7679)";"37.65801475";"55.60750278";"6-я Радиальная улица";"Южный административный округ";"район Бирюлёво Восточное";"А269; А269К";"З-д Огонек";"";"да";"ГУП «Мосгортранс»";"активна";"889092005";"{type=Point, coordinates=[37.65801475, 55.60750278]}";
"7680";"«Платф. Бирюлево - пасс.», Михневская улица (7680)";"37.66183743";"55.58236804";"Михневская улица";"Южный административный округ";"район Бирюлёво Восточное";"А289; А389";"Платф. Бирюлево - пасс.";"";"да";"ГУП «Мосгортранс»";"активна";"889092006";"{type=Point, coordinates=[37.66183743, 55.58236804]}";
"7681";"«Каспийская ул.», Каспийская улица (7681)";"37.6857968";"55.63495391";"Каспийская улица";"Южный административный округ";"район Царицыно";"А289";"Каспийская ул.";"";"нет";"";"активна";"889092007";"{type=Point, coordinates=[37.6857968, 55.63495391]}";
"7682";"«Универсам», Кантемировская улица (7682)";"37.68153531";"55.63648418";"Кантемировская улица";"Южный административный округ";"район Царицыно";"А192";"Универсам";"";"да";"ГУП «Мосгортранс»";"активна";"889092008";"{type=Point, coordinates=[37.68153531, 55.63648418]}";
"7683";"«Каспийская ул.», Каспийская улица (7683)";"37.68537172";"55.63455418";"Каспийская улица";"Южный административный округ";"район Царицыно";"А289";"Каспийская ул.";"";"нет";"";"активна";"889092009";"{type=Point, coordinates=[37.68537172, 55.63455418]}";
"7684";"«Лебедянская ул.», Бирюлёвская улица (7684)";"37.6646031";"55.58837297";"Бирюлёвская улица";"Южный административный округ";"район Бирюлёво Восточное";"А289; А389; А701; А796";"Лебедянская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889092010";"{type=Point, coordinates=[37.6646031, 55.58837297]}";
"7685";"«Платф. Бирюлево - пасс.», Михневская улица (7685)";"37.66183771";"55.58151889";"Михневская улица";"Восточный административный округ";"район Сокольники";"А289; А389; А690; А693; А717";"Ул. Матросская Тишина";"";"да";"ГУП «Мосгортранс»";"активна";"889092011";"{type=Point, coordinates=[37.66183771, 55.58151889]}";
"7686";"«Серпуховская пл.», Пятницкая улица (7686)";"37.62616692";"55.73096922";"Пятницкая улица";"Центральный административный округ";"район Замоскворечье";"АМ5";"Серпуховская пл.";"";"да";"ЗАО «Валль-СНГ»";"активна";"889092012";"{type=Point, coordinates=[37.62616692, 55.73096922]}";
"7687";"«Вишняковский пер.», Пятницкая улица (7687)";"37.62801015";"55.73560986";"Пятницкая улица";"Центральный административный округ";"район Замоскворечье";"АМ5";"Вишняковский пер.";"";"да";"ЗАО «Валль-СНГ»";"активна";"889092013";"{type=Point, coordinates=[37.62801015, 55.73560986]}";
"7688";"«Стар. Толмачевский пер.», Пятницкая улица (7688)";"37.62851694";"55.7392087";"Пятницкая улица";"Центральный административный округ";"район Замоскворечье";"АМ5";"Стар. Толмачевский пер.";"";"да";"ЗАО «Валль-СНГ»";"активна";"889092015";"{type=Point, coordinates=[37.62851694, 55.7392087]}";
"7689";"«Метро Новокузнецкая», Пятницкая улица (7689)";"37.62863125";"55.74230524";"Пятницкая улица";"Центральный административный округ";"район Замоскворечье";"АМ5";"Метро Новокузнецкая";"";"да";"ЗАО «Валль-СНГ»";"активна";"889092016";"{type=Point, coordinates=[37.62863125, 55.74230524]}";
"7691";"«Серпуховская пл.», улица Большая Ордынка (7691)";"37.62383896";"55.73037549";"улица Большая Ордынка";"Центральный административный округ";"Басманный район";"АМ5";"Технический пер.";"";"да";"ЗАО «Валль-СНГ»";"активна";"889092017";"{type=Point, coordinates=[37.62383896, 55.73037549]}";
"7692";"«Б. Ордынский пер. - Театр Глас», улица Большая Ордынка (7692)";"37.6242374258";"55.7343297979";"улица Большая Ордынка";"Центральный административный округ";"район Якиманка";"АМ5";"Б. Ордынский пер. - Театр Глас";"";"да";"ЗАО «Валль-СНГ»";"активна";"889092019";"{type=Point, coordinates=[37.6242374258, 55.7343297979]}";
"7693";"«Иверский пер.», улица Большая Ордынка (7693)";"37.6242592769";"55.7373494806";"улица Большая Ордынка";"Центральный административный округ";"район Якиманка";"АМ5";"Иверский пер.";"";"да";"ЗАО «Валль-СНГ»";"активна";"889092020";"{type=Point, coordinates=[37.6242592769, 55.7373494806]}";
"7694";"«Метро Третьяковская», улица Большая Ордынка (7694)";"37.62448997";"55.74009066";"улица Большая Ордынка";"Центральный административный округ";"район Якиманка";"АМ5";"Метро Третьяковская";"";"да";"ЗАО «Валль-СНГ»";"активна";"889092021";"{type=Point, coordinates=[37.62448997, 55.74009066]}";
"7695";"«3-й Кадашевский пер.», улица Большая Ордынка (7695)";"37.62486865";"55.74266147";"улица Большая Ордынка";"Центральный административный округ";"район Якиманка";"АМ5";"3-й Кадашевский пер.";"";"нет";"";"активна";"889092022";"{type=Point, coordinates=[37.62486865, 55.74266147]}";
"7696";"«Б. Москворецкий мост», Большой Москворецкий мост (7696)";"37.62497709";"55.74705054";"Большой Москворецкий мост";"Центральный административный округ";"район Якиманка";"А158; АМ5";"Б. Москворецкий мост";"";"нет";"";"активна";"889092024";"{type=Point, coordinates=[37.62497709, 55.74705054]}";
"7697";"«Институт имени Герцена», 2-й Боткинский проезд (7697)";"37.55751537";"55.7802898";"2-й Боткинский проезд";"Северный административный округ";"район Беговой";"А101; Тб82";"Институт имени Герцена";"";"да";"ГУП «Мосгортранс»";"активна";"889092025";"{type=Point, coordinates=[37.55751537, 55.7802898]}";
"7698";"«Б-ца им. Боткина», 1-й Боткинский проезд (7698)";"37.5554154";"55.78191474";"1-й Боткинский проезд";"Северный административный округ";"район Беговой";"А101; Тб82; А84";"Б-ца им. Боткина";"";"да";"ГУП «Мосгортранс»";"активна";"889092026";"{type=Point, coordinates=[37.5554154, 55.78191474]}";
"7699";"«Стадион Юных пионеров», Ленинградский проспект (7699)";"37.56295713";"55.78617779";"Ленинградский проспект";"Северный административный округ";"район Беговой";"А101; А456; Тб82; А84; АМ1; АН1";"Стадион Юных пионеров";"";"да";"ЗАО «Валль-СНГ»";"активна";"889092027";"{type=Point, coordinates=[37.56295713, 55.78617779]}";
"7700";"«1-й Боткинский пр.», 1-й Боткинский проезд (7700)";"37.55906087";"55.78447676";"1-й Боткинский проезд";"Центральный административный округ";"Басманный район";"А101; Тб82; А84";"Ул. Нов. Дорога";"";"да";"ГУП «Мосгортранс»";"активна";"889092028";"{type=Point, coordinates=[37.55906087, 55.78447676]}";
"7701";"«Ул. Винокурова, 7», Новочерёмушкинская улица (7701)";"37.58700229";"55.68852443";"Новочерёмушкинская улица";"Юго-Западный административный округ";"Академический район";"А119; А315; А529; А786";"Ул. Винокурова, 7";"";"да";"ГУП «Мосгортранс»";"активна";"889092029";"{type=Point, coordinates=[37.58700229, 55.68852443]}";
"7702";"«Детская п-ка», улица Винокурова (7702)";"37.58956365";"55.68741049";"улица Винокурова";"Юго-Западный административный округ";"Академический район";"А119; А121; А529; А786; АС5";"Детская п-ка";"";"да";"ГУП «Мосгортранс»";"активна";"889092031";"{type=Point, coordinates=[37.58956365, 55.68741049]}";
"7703";"«Ул. Винокурова», улица Винокурова (7703)";"37.59294647";"55.6862546";"улица Винокурова";"Юго-Западный административный округ";"Академический район";"А119; А121; А529; А786; АС5";"Ул. Винокурова";"";"да";"ГУП «Мосгортранс»";"активна";"889092032";"{type=Point, coordinates=[37.59294647, 55.6862546]}";
"7704";"«Детская п-ка», улица Винокурова (7704)";"37.58981997";"55.68714421";"улица Винокурова";"Юго-Западный административный округ";"Академический район";"А119; А121; А529; А786";"Детская п-ка";"";"да";"ГУП «Мосгортранс»";"активна";"889092033";"{type=Point, coordinates=[37.58981997, 55.68714421]}";
"7705";"«Ул. Винокурова, 7», улица Винокурова (7705)";"37.58711738";"55.68804961";"улица Винокурова";"Южный административный округ";"район Бирюлёво Западное";"А119; А121; А529; А786";"Медынская ул., 8";"";"да";"ГУП «Мосгортранс»";"активна";"889092034";"{type=Point, coordinates=[37.58711738, 55.68804961]}";
"7706";"«Новочеремушкинская ул.», Новочерёмушкинская улица (7706)";"37.58868739";"55.69113005";"Новочерёмушкинская улица";"Юго-Западный административный округ";"Академический район";"А119; А315; А529; А786";"Новочеремушкинская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889092035";"{type=Point, coordinates=[37.58868739, 55.69113005]}";
"7707";"«Ул. Винокурова», улица Винокурова (7707)";"37.59388275";"55.68572496";"улица Винокурова";"Юго-Западный административный округ";"район Котловка";"А119; А317; А529; А786; АС5";"Ул. Винокурова";"";"да";"ГУП «Мосгортранс»";"активна";"889092036";"{type=Point, coordinates=[37.59388275, 55.68572496]}";
"7708";"«Новочеремушкинская ул.», Новочерёмушкинская улица (7708)";"37.58935657";"55.69076252";"Новочерёмушкинская улица";"Юго-Западный административный округ";"Академический район";"А119; А315; А529; А786";"Новочеремушкинская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889092038";"{type=Point, coordinates=[37.58935657, 55.69076252]}";
